player_id,player,team_id,season,gw_orig,exp_app_points,cs_points,concede_points,neg_points,pred_total_points
dab890df,,0687bf1c,2024-2025,26,1.000008529844394,0,0.0,,0
dd78928c,,0687bf1c,2024-2025,26,1.000008529844394,0,,,0
e008cb61,Trevoh Chalobah,0687bf1c,2024-2025,26,1.8329960183489513,0,-1.0,-0.0,1
e9bef69f,,0687bf1c,2024-2025,26,1.000008529844394,0,0.0,,0
fa299542,,0687bf1c,2024-2025,26,1.000008529844394,0,0.0,,0
0197105b,Cole Palmer,0687bf1c,2024-2025,27,1.7333489381893514,1,0.0,-0.0,3
0da3da65,Shumaira Mheuka,0687bf1c,2024-2025,27,1.3702456033412402,0,0.0,-0.0,1
262990b4,,0687bf1c,2024-2025,27,1.000008529844394,0,0.0,,0
3ff87338,Joshua Acheampong,0687bf1c,2024-2025,27,1.334546438335004,0,-0.0,-0.0,1
415ec316,,0687bf1c,2024-2025,27,1.000008529844394,0,0.0,,0
4b6dffe4,,0687bf1c,2024-2025,27,1.000008529844394,0,0.0,,0
6284552f,Filip Jørgensen,0687bf1c,2024-2025,27,1.999509554719496,4,-0.0,-0.0,6
70d51223,Moisés Caicedo,0687bf1c,2024-2025,27,1.8129997223846568,1,0.0,-1.0,2
72786a03,,0687bf1c,2024-2025,27,1.000008529844394,0,,,0
7ac6612d,Pedro Neto,0687bf1c,2024-2025,27,1.8360338139973704,1,0.0,-0.0,3
88309da9,,0687bf1c,2024-2025,27,1.000008529844394,0,,,0
89e200ae,Malo Gusto,0687bf1c,2024-2025,27,1.9996919056319957,4,-0.0,-0.0,6
9ba5bdc0,,0687bf1c,2024-2025,27,1.000008529844394,0,,,0
a2467af0,Marc Cucurella,0687bf1c,2024-2025,27,1.9996927327215823,4,-0.0,-0.0,6
a4b25644,Tyrique George,0687bf1c,2024-2025,27,1.5483166447057202,0,0.0,-0.0,2
b0dfbee8,Jadon Sancho,0687bf1c,2024-2025,27,1.6751795891889194,1,0.0,-0.0,3
b2efd9b3,Enzo Fernández,0687bf1c,2024-2025,27,1.7835864442571245,1,0.0,-0.0,3
b3419fff,Levi Colwill,0687bf1c,2024-2025,27,1.9997164541716757,4,-0.0,-0.0,6
c0dda81a,Tosin Adarabioyo,0687bf1c,2024-2025,27,1.999690948668458,4,-0.0,-0.0,6
c15af534,,0687bf1c,2024-2025,27,1.000008529844394,0,0.0,,0
c2b3fac1,,0687bf1c,2024-2025,27,1.000008529844394,0,,,0
d619305b,,0687bf1c,2024-2025,27,1.000008529844394,0,0.0,,0
d76d3616,Christopher Nkunku,0687bf1c,2024-2025,27,1.6971372969614376,0,0.0,-0.0,2
dab890df,Mathis Amougou,0687bf1c,2024-2025,27,1.3752793246354553,0,0.0,-0.0,1
dd78928c,,0687bf1c,2024-2025,27,1.000008529844394,0,,,0
e008cb61,,0687bf1c,2024-2025,27,1.000008529844394,0,,,0
e9bef69f,,0687bf1c,2024-2025,27,1.000008529844394,0,0.0,,0
fa299542,Kiernan Dewsbury-Hall,0687bf1c,2024-2025,27,1.4186517322282197,0,0.0,-0.0,1
0197105b,Cole Palmer,0687bf1c,2024-2025,28,1.5282174468418193,1,0.0,-0.0,3
0da3da65,,0687bf1c,2024-2025,28,1.000008529844394,0,0.0,,0
262990b4,,0687bf1c,2024-2025,28,1.000008529844394,0,0.0,,0
3ff87338,Joshua Acheampong,0687bf1c,2024-2025,28,1.5783609985362554,0,-0.0,-1.0,1
415ec316,,0687bf1c,2024-2025,28,1.000008529844394,0,0.0,,0
4b6dffe4,,0687bf1c,2024-2025,28,1.000008529844394,0,0.0,,0
6284552f,,0687bf1c,2024-2025,28,1.000008529844394,0,,,0
70d51223,Moisés Caicedo,0687bf1c,2024-2025,28,1.773958232756605,1,0.0,-0.0,3
72786a03,,0687bf1c,2024-2025,28,1.000008529844394,0,,,0
7ac6612d,Pedro Neto,0687bf1c,2024-2025,28,1.6859453704812437,1,0.0,-0.0,3
88309da9,,0687bf1c,2024-2025,28,1.000008529844394,0,,,0
89e200ae,,0687bf1c,2024-2025,28,1.000008529844394,0,,,0
9ba5bdc0,Wesley Fofana,0687bf1c,2024-2025,28,1.999746691061712,4,-0.0,-0.0,6
a2467af0,Marc Cucurella,0687bf1c,2024-2025,28,1.9997128099556467,4,-0.0,-0.0,6
a4b25644,Tyrique George,0687bf1c,2024-2025,28,1.3872981688035222,0,0.0,-0.0,1
b0dfbee8,Jadon Sancho,0687bf1c,2024-2025,28,1.4316353122917096,1,0.0,-0.0,2
b2efd9b3,Enzo Fernández,0687bf1c,2024-2025,28,1.7357876119668267,1,0.0,-0.0,3
b3419fff,Levi Colwill,0687bf1c,2024-2025,28,1.9996646416128288,4,-0.0,-0.0,6
c0dda81a,Tosin Adarabioyo,0687bf1c,2024-2025,28,1.9996746475766092,4,-0.0,-0.0,6
c15af534,,0687bf1c,2024-2025,28,1.000008529844394,0,0.0,,0
c2b3fac1,,0687bf1c,2024-2025,28,1.000008529844394,0,,,0
d619305b,,0687bf1c,2024-2025,28,1.000008529844394,0,0.0,,0
d76d3616,Christopher Nkunku,0687bf1c,2024-2025,28,1.4284126010351677,0,0.0,-0.0,1
dab890df,,0687bf1c,2024-2025,28,1.000008529844394,0,0.0,,0
dd78928c,Robert Sánchez,0687bf1c,2024-2025,28,1.9998057838180872,4,-0.0,-0.0,6
e008cb61,Trevoh Chalobah,0687bf1c,2024-2025,28,1.7147999235803764,0,-0.0,-0.0,2
e9bef69f,,0687bf1c,2024-2025,28,1.000008529844394,0,0.0,,0
fa299542,,0687bf1c,2024-2025,28,1.000008529844394,0,0.0,,0
0197105b,,0687bf1c,2024-2025,29,1.000008529844394,0,0.0,,0
0da3da65,,0687bf1c,2024-2025,29,1.000008529844394,0,0.0,,0
262990b4,,0687bf1c,2024-2025,29,1.000008529844394,0,0.0,,0
3ff87338,,0687bf1c,2024-2025,29,1.000008529844394,0,,,0
415ec316,,0687bf1c,2024-2025,29,1.000008529844394,0,0.0,,0
4b6dffe4,,0687bf1c,2024-2025,29,1.000008529844394,0,0.0,,0
6284552f,,0687bf1c,2024-2025,29,1.000008529844394,0,,,0
70d51223,Moisés Caicedo,0687bf1c,2024-2025,29,1.9644390716060256,0,0.0,-0.0,2
72786a03,Reece James,0687bf1c,2024-2025,29,1.578034533682725,0,-0.0,-0.0,2
7ac6612d,Pedro Neto,0687bf1c,2024-2025,29,1.8517914647844584,0,0.0,-1.0,1
88309da9,,0687bf1c,2024-2025,29,1.000008529844394,0,,,0
89e200ae,Malo Gusto,0687bf1c,2024-2025,29,1.7323784056386284,0,-0.0,-0.0,2
9ba5bdc0,Wesley Fofana,0687bf1c,2024-2025,29,1.8699476276258924,0,-0.0,-1.0,1
a2467af0,Marc Cucurella,0687bf1c,2024-2025,29,1.8462855573218986,0,-0.0,-0.0,2
a4b25644,Tyrique George,0687bf1c,2024-2025,29,1.6480406287698166,0,0.0,-0.0,2
b0dfbee8,Jadon Sancho,0687bf1c,2024-2025,29,1.5739824280831185,0,0.0,-0.0,2
b2efd9b3,Enzo Fernández,0687bf1c,2024-2025,29,1.8390673236977644,0,0.0,-0.0,2
b3419fff,Levi Colwill,0687bf1c,2024-2025,29,1.8523212193909808,0,-0.0,-1.0,1
c0dda81a,Tosin Adarabioyo,0687bf1c,2024-2025,29,1.820938880185103,0,-0.0,-0.0,2
c15af534,Roméo Lavia,0687bf1c,2024-2025,29,1.4700031893586794,0,0.0,-0.0,1
c2b3fac1,Benoît Badiashile,0687bf1c,2024-2025,29,1.3888405213242692,0,-0.0,-0.0,1
d619305b,,0687bf1c,2024-2025,29,1.000008529844394,0,0.0,,0
d76d3616,Christopher Nkunku,0687bf1c,2024-2025,29,1.5398786780561717,0,0.0,-0.0,2
dab890df,,0687bf1c,2024-2025,29,1.000008529844394,0,0.0,,0
dd78928c,Robert Sánchez,0687bf1c,2024-2025,29,1.9661205381816917,0,-0.0,-0.0,2
e008cb61,,0687bf1c,2024-2025,29,1.000008529844394,0,,,0
e9bef69f,,0687bf1c,2024-2025,29,1.000008529844394,0,0.0,,0
fa299542,Kiernan Dewsbury-Hall,0687bf1c,2024-2025,29,1.3521065776767878,0,0.0,-0.0,1
0197105b,Cole Palmer,0687bf1c,2024-2025,30,1.4578556846317574,1,0.0,-1.0,1
0da3da65,,0687bf1c,2024-2025,30,1.000008529844394,0,0.0,,0
262990b4,,0687bf1c,2024-2025,30,1.000008529844394,0,0.0,,0
3ff87338,,0687bf1c,2024-2025,30,1.000008529844394,0,,,0
415ec316,,0687bf1c,2024-2025,30,1.000008529844394,0,0.0,,0
4b6dffe4,,0687bf1c,2024-2025,30,1.000008529844394,0,0.0,,0
6284552f,,0687bf1c,2024-2025,30,1.000008529844394,0,,,0
70d51223,Moisés Caicedo,0687bf1c,2024-2025,30,1.942065223274286,1,0.0,-0.0,3
72786a03,Reece James,0687bf1c,2024-2025,30,1.5806751632139298,0,-0.0,-0.0,2
7ac6612d,Pedro Neto,0687bf1c,2024-2025,30,1.8534874373577281,1,0.0,-1.0,2
88309da9,,0687bf1c,2024-2025,30,1.000008529844394,0,,,0
89e200ae,Malo Gusto,0687bf1c,2024-2025,30,1.9996904100105601,4,-0.0,-0.0,6
9ba5bdc0,,0687bf1c,2024-2025,30,1.000008529844394,0,,,0
a2467af0,Marc Cucurella,0687bf1c,2024-2025,30,1.9997319477714512,4,-0.0,-1.0,5
a4b25644,,0687bf1c,2024-2025,30,1.000008529844394,0,0.0,,0
b0dfbee8,Jadon Sancho,0687bf1c,2024-2025,30,1.513293429095834,1,0.0,-0.0,3
b2efd9b3,Enzo Fernández,0687bf1c,2024-2025,30,1.8526873707711236,1,0.0,-0.0,3
b3419fff,Levi Colwill,0687bf1c,2024-2025,30,1.9997554231229198,4,-0.0,-0.0,6
c0dda81a,Tosin Adarabioyo,0687bf1c,2024-2025,30,1.585630609232295,0,-0.0,-0.0,2
c15af534,,0687bf1c,2024-2025,30,1.000008529844394,0,0.0,,0
c2b3fac1,,0687bf1c,2024-2025,30,1.000008529844394,0,,,0
d619305b,Noni Madueke,0687bf1c,2024-2025,30,1.3254202381251101,0,0.0,-0.0,1
d76d3616,,0687bf1c,2024-2025,30,1.000008529844394,0,0.0,,0
dab890df,,0687bf1c,2024-2025,30,1.000008529844394,0,0.0,,0
dd78928c,Robert Sánchez,0687bf1c,2024-2025,30,1.9996746039879234,4,-0.0,-0.0,6
e008cb61,Trevoh Chalobah,0687bf1c,2024-2025,30,1.9997273655729697,4,-0.0,-1.0,5
e9bef69f,Nicolas Jackson,0687bf1c,2024-2025,30,1.2841971269065733,0,0.0,-1.0,0
fa299542,Kiernan Dewsbury-Hall,0687bf1c,2024-2025,30,1.3587899165277513,0,0.0,-0.0,1
0197105b,Cole Palmer,0687bf1c,2024-2025,31,1.821897991464466,0,0.0,-0.0,2
0da3da65,,0687bf1c,2024-2025,31,1.000008529844394,0,0.0,,0
262990b4,,0687bf1c,2024-2025,31,1.000008529844394,0,0.0,,0
3ff87338,,0687bf1c,2024-2025,31,1.000008529844394,0,,,0
415ec316,,0687bf1c,2024-2025,31,1.000008529844394,0,0.0,,0
4b6dffe4,,0687bf1c,2024-2025,31,1.000008529844394,0,0.0,,0
6284552f,,0687bf1c,2024-2025,31,1.000008529844394,0,,,0
70d51223,Moisés Caicedo,0687bf1c,2024-2025,31,1.9481511283570723,1,0.0,-0.0,3
72786a03,Reece James,0687bf1c,2024-2025,31,1.9996919056319957,4,-0.0,-0.0,6
7ac6612d,Pedro Neto,0687bf1c,2024-2025,31,1.8527111104038614,0,0.0,-0.0,2
88309da9,,0687bf1c,2024-2025,31,1.000008529844394,0,,,0
89e200ae,Malo Gusto,0687bf1c,2024-2025,31,1.9996919056319957,4,-0.0,-1.0,5
9ba5bdc0,,0687bf1c,2024-2025,31,1.000008529844394,0,,,0
a2467af0,Marc Cucurella,0687bf1c,2024-2025,31,1.7917196541043923,0,-0.0,-0.0,2
a4b25644,,0687bf1c,2024-2025,31,1.000008529844394,0,0.0,,0
b0dfbee8,Jadon Sancho,0687bf1c,2024-2025,31,1.7189377825624872,1,0.0,-0.0,3
b2efd9b3,Enzo Fernández,0687bf1c,2024-2025,31,1.8054858629317605,1,0.0,-1.0,2
b3419fff,,0687bf1c,2024-2025,31,1.000008529844394,0,,,0
c0dda81a,Tosin Adarabioyo,0687bf1c,2024-2025,31,1.9996919056319957,4,-0.0,-1.0,5
c15af534,,0687bf1c,2024-2025,31,1.000008529844394,0,0.0,,0
c2b3fac1,,0687bf1c,2024-2025,31,1.000008529844394,0,,,0
d619305b,Noni Madueke,0687bf1c,2024-2025,31,1.6694276684504037,0,0.0,-0.0,2
d76d3616,Christopher Nkunku,0687bf1c,2024-2025,31,1.4383266737238898,0,0.0,-0.0,1
dab890df,,0687bf1c,2024-2025,31,1.000008529844394,0,0.0,,0
dd78928c,Robert Sánchez,0687bf1c,2024-2025,31,1.999533355789182,4,-0.0,-0.0,6
e008cb61,Trevoh Chalobah,0687bf1c,2024-2025,31,1.999694215129999,4,-0.0,-0.0,6
e9bef69f,Nicolas Jackson,0687bf1c,2024-2025,31,1.835593893220959,0,0.0,-0.0,2
fa299542,Kiernan Dewsbury-Hall,0687bf1c,2024-2025,31,1.6289013722824643,0,0.0,-0.0,2
0197105b,Cole Palmer,0687bf1c,2024-2025,32,1.8208840189900473,0,0.0,-1.0,1
0da3da65,,0687bf1c,2024-2025,32,1.000008529844394,0,0.0,,0
262990b4,,0687bf1c,2024-2025,32,1.000008529844394,0,0.0,,0
3ff87338,,0687bf1c,2024-2025,32,1.000008529844394,0,,,0
415ec316,,0687bf1c,2024-2025,32,1.000008529844394,0,0.0,,0
4b6dffe4,,0687bf1c,2024-2025,32,1.000008529844394,0,0.0,,0
6284552f,,0687bf1c,2024-2025,32,1.000008529844394,0,,,0
70d51223,Moisés Caicedo,0687bf1c,2024-2025,32,1.9475064281230474,0,0.0,-0.0,2
72786a03,,0687bf1c,2024-2025,32,1.000008529844394,0,,,0
7ac6612d,Pedro Neto,0687bf1c,2024-2025,32,1.9107803430174615,0,0.0,-0.0,2
88309da9,,0687bf1c,2024-2025,32,1.000008529844394,0,,,0
89e200ae,Malo Gusto,0687bf1c,2024-2025,32,1.8710894623714345,0,-1.0,-0.0,1
9ba5bdc0,,0687bf1c,2024-2025,32,1.000008529844394,0,,,0
a2467af0,Marc Cucurella,0687bf1c,2024-2025,32,1.8665549471884617,0,-1.0,-0.0,1
a4b25644,,0687bf1c,2024-2025,32,1.000008529844394,0,0.0,,0
b0dfbee8,Jadon Sancho,0687bf1c,2024-2025,32,1.6467546558633592,0,0.0,-0.0,2
b2efd9b3,Enzo Fernández,0687bf1c,2024-2025,32,1.9061374321986673,0,0.0,-0.0,2
b3419fff,Levi Colwill,0687bf1c,2024-2025,32,1.7777653512949025,0,-1.0,-0.0,1
c0dda81a,Tosin Adarabioyo,0687bf1c,2024-2025,32,1.8552239875802161,0,-1.0,-0.0,1
c15af534,,0687bf1c,2024-2025,32,1.000008529844394,0,0.0,,0
c2b3fac1,,0687bf1c,2024-2025,32,1.000008529844394,0,,,0
d619305b,Noni Madueke,0687bf1c,2024-2025,32,1.6797120068962286,0,0.0,-0.0,2
d76d3616,Christopher Nkunku,0687bf1c,2024-2025,32,1.6095140361240672,0,0.0,-0.0,2
dab890df,,0687bf1c,2024-2025,32,1.000008529844394,0,0.0,,0
dd78928c,Robert Sánchez,0687bf1c,2024-2025,32,1.9867920490972375,0,-1.0,-0.0,1
e008cb61,Trevoh Chalobah,0687bf1c,2024-2025,32,1.815198980781542,0,-1.0,-0.0,1
e9bef69f,Nicolas Jackson,0687bf1c,2024-2025,32,1.853974301194754,0,0.0,-1.0,1
fa299542,,0687bf1c,2024-2025,32,1.000008529844394,0,0.0,,0
0197105b,Cole Palmer,0687bf1c,2024-2025,33,1.8674900251048943,0,0.0,-0.0,2
0da3da65,,0687bf1c,2024-2025,33,1.000008529844394,0,0.0,,0
262990b4,,0687bf1c,2024-2025,33,1.000008529844394,0,0.0,,0
3ff87338,,0687bf1c,2024-2025,33,1.000008529844394,0,,,0
415ec316,,0687bf1c,2024-2025,33,1.000008529844394,0,0.0,,0
4b6dffe4,,0687bf1c,2024-2025,33,1.000008529844394,0,0.0,,0
6284552f,,0687bf1c,2024-2025,33,1.000008529844394,0,,,0
70d51223,Moisés Caicedo,0687bf1c,2024-2025,33,1.9514507310337965,0,0.0,-1.0,1
72786a03,Reece James,0687bf1c,2024-2025,33,1.7248445980605873,0,-0.0,-0.0,2
7ac6612d,Pedro Neto,0687bf1c,2024-2025,33,1.9183466628475245,0,0.0,-0.0,2
88309da9,,0687bf1c,2024-2025,33,1.000008529844394,0,,,0
89e200ae,Malo Gusto,0687bf1c,2024-2025,33,1.8767450813856876,0,-0.0,-0.0,2
9ba5bdc0,,0687bf1c,2024-2025,33,1.000008529844394,0,,,0
a2467af0,Marc Cucurella,0687bf1c,2024-2025,33,1.8209648911306253,0,-0.0,-1.0,1
a4b25644,Tyrique George,0687bf1c,2024-2025,33,1.1195773574542371,0,0.0,-0.0,1
b0dfbee8,Jadon Sancho,0687bf1c,2024-2025,33,1.6699613635374149,0,0.0,-0.0,2
b2efd9b3,Enzo Fernández,0687bf1c,2024-2025,33,1.8971370248383002,0,0.0,-0.0,2
b3419fff,Levi Colwill,0687bf1c,2024-2025,33,1.8991644670140306,0,-0.0,-1.0,1
c0dda81a,Tosin Adarabioyo,0687bf1c,2024-2025,33,1.8328644601867046,0,-0.0,-0.0,2
c15af534,,0687bf1c,2024-2025,33,1.000008529844394,0,0.0,,0
c2b3fac1,,0687bf1c,2024-2025,33,1.000008529844394,0,,,0
d619305b,Noni Madueke,0687bf1c,2024-2025,33,1.7231886317940044,0,0.0,-0.0,2
d76d3616,,0687bf1c,2024-2025,33,1.000008529844394,0,0.0,,0
dab890df,,0687bf1c,2024-2025,33,1.000008529844394,0,0.0,,0
dd78928c,Robert Sánchez,0687bf1c,2024-2025,33,1.9828623513088246,0,-0.0,-0.0,2
e008cb61,Trevoh Chalobah,0687bf1c,2024-2025,33,1.815983939994977,0,-0.0,-0.0,2
e9bef69f,Nicolas Jackson,0687bf1c,2024-2025,33,1.8140715175984177,0,0.0,-0.0,2
fa299542,,0687bf1c,2024-2025,33,1.000008529844394,0,0.0,,0
0197105b,Cole Palmer,0687bf1c,2024-2025,34,1.8411769237843822,1,0.0,-0.0,3
0da3da65,,0687bf1c,2024-2025,34,1.000008529844394,0,0.0,,0
262990b4,,0687bf1c,2024-2025,34,1.000008529844394,0,0.0,,0
3ff87338,,0687bf1c,2024-2025,34,1.000008529844394,0,,,0
415ec316,,0687bf1c,2024-2025,34,1.000008529844394,0,0.0,,0
4b6dffe4,,0687bf1c,2024-2025,34,1.000008529844394,0,0.0,,0
6284552f,,0687bf1c,2024-2025,34,1.000008529844394,0,,,0
70d51223,Moisés Caicedo,0687bf1c,2024-2025,34,1.9748401179365889,1,0.0,-0.0,3
72786a03,Reece James,0687bf1c,2024-2025,34,1.8018369388592317,0,-0.0,-0.0,2
7ac6612d,Pedro Neto,0687bf1c,2024-2025,34,1.852488110657116,1,0.0,-0.0,3
88309da9,,0687bf1c,2024-2025,34,1.000008529844394,0,,,0
89e200ae,,0687bf1c,2024-2025,34,1.000008529844394,0,,,0
9ba5bdc0,,0687bf1c,2024-2025,34,1.000008529844394,0,,,0
a2467af0,Marc Cucurella,0687bf1c,2024-2025,34,1.999746313106012,4,-0.0,-0.0,6
a4b25644,Tyrique George,0687bf1c,2024-2025,34,1.7147759003489305,0,0.0,-0.0,2
b0dfbee8,Jadon Sancho,0687bf1c,2024-2025,34,1.6740289286724095,0,0.0,-0.0,2
b2efd9b3,Enzo Fernández,0687bf1c,2024-2025,34,1.8971370248383002,1,0.0,-0.0,3
b3419fff,Levi Colwill,0687bf1c,2024-2025,34,1.999715166246314,4,-0.0,-0.0,6
c0dda81a,,0687bf1c,2024-2025,34,1.000008529844394,0,,,0
c15af534,Roméo Lavia,0687bf1c,2024-2025,34,1.5184365530126818,1,0.0,-0.0,3
c2b3fac1,,0687bf1c,2024-2025,34,1.000008529844394,0,,,0
d619305b,Noni Madueke,0687bf1c,2024-2025,34,1.7231886317940044,1,0.0,-0.0,3
d76d3616,,0687bf1c,2024-2025,34,1.000008529844394,0,0.0,,0
dab890df,,0687bf1c,2024-2025,34,1.000008529844394,0,0.0,,0
dd78928c,Robert Sánchez,0687bf1c,2024-2025,34,1.999747755179597,4,-0.0,-0.0,6
e008cb61,Trevoh Chalobah,0687bf1c,2024-2025,34,1.9996969051336455,4,-0.0,-0.0,6
e9bef69f,Nicolas Jackson,0687bf1c,2024-2025,34,1.8568181586930956,0,0.0,-0.0,2
fa299542,Kiernan Dewsbury-Hall,0687bf1c,2024-2025,34,1.4017834101077535,0,0.0,-0.0,1
0197105b,Cole Palmer,0687bf1c,2024-2025,35,1.8357279159877447,0,0.0,-0.0,2
0da3da65,,0687bf1c,2024-2025,35,1.000008529844394,0,0.0,,0
262990b4,,0687bf1c,2024-2025,35,1.000008529844394,0,0.0,,0
3ff87338,,0687bf1c,2024-2025,35,1.000008529844394,0,,,0
415ec316,,0687bf1c,2024-2025,35,1.000008529844394,0,0.0,,0
4b6dffe4,,0687bf1c,2024-2025,35,1.000008529844394,0,0.0,,0
6284552f,,0687bf1c,2024-2025,35,1.000008529844394,0,,,0
70d51223,Moisés Caicedo,0687bf1c,2024-2025,35,1.9661471120434029,0,0.0,-0.0,2
72786a03,Reece James,0687bf1c,2024-2025,35,1.8244560605388656,0,-0.0,-0.0,2
7ac6612d,Pedro Neto,0687bf1c,2024-2025,35,1.7797175031704355,0,0.0,-0.0,2
88309da9,,0687bf1c,2024-2025,35,1.000008529844394,0,,,0
89e200ae,Malo Gusto,0687bf1c,2024-2025,35,1.8011111648740994,0,-0.0,-0.0,2
9ba5bdc0,,0687bf1c,2024-2025,35,1.000008529844394,0,,,0
a2467af0,Marc Cucurella,0687bf1c,2024-2025,35,1.927121528775594,0,-0.0,-0.0,2
a4b25644,,0687bf1c,2024-2025,35,1.000008529844394,0,0.0,,0
b0dfbee8,Jadon Sancho,0687bf1c,2024-2025,35,1.64966962974102,0,0.0,-1.0,1
b2efd9b3,Enzo Fernández,0687bf1c,2024-2025,35,1.8878635430740789,0,0.0,-0.0,2
b3419fff,Levi Colwill,0687bf1c,2024-2025,35,1.8922431324025344,0,-0.0,-0.0,2
c0dda81a,,0687bf1c,2024-2025,35,1.000008529844394,0,,,0
c15af534,Roméo Lavia,0687bf1c,2024-2025,35,1.7693072491216906,0,0.0,-0.0,2
c2b3fac1,,0687bf1c,2024-2025,35,1.000008529844394,0,,,0
d619305b,Noni Madueke,0687bf1c,2024-2025,35,1.6863839771486306,0,0.0,-0.0,2
d76d3616,,0687bf1c,2024-2025,35,1.000008529844394,0,0.0,,0
dab890df,,0687bf1c,2024-2025,35,1.000008529844394,0,0.0,,0
dd78928c,Robert Sánchez,0687bf1c,2024-2025,35,1.9757313925322242,0,-0.0,-0.0,2
e008cb61,Trevoh Chalobah,0687bf1c,2024-2025,35,1.8414107707322385,0,-0.0,-1.0,1
e9bef69f,Nicolas Jackson,0687bf1c,2024-2025,35,1.8337789360943568,0,0.0,-0.0,2
fa299542,,0687bf1c,2024-2025,35,1.000008529844394,0,0.0,,0
0197105b,Cole Palmer,0687bf1c,2024-2025,36,1.8306788134565002,0,0.0,-0.0,2
0da3da65,,0687bf1c,2024-2025,36,1.000008529844394,0,0.0,,0
262990b4,,0687bf1c,2024-2025,36,1.000008529844394,0,0.0,,0
3ff87338,,0687bf1c,2024-2025,36,1.000008529844394,0,,,0
415ec316,,0687bf1c,2024-2025,36,1.000008529844394,0,0.0,,0
4b6dffe4,,0687bf1c,2024-2025,36,1.000008529844394,0,0.0,,0
6284552f,,0687bf1c,2024-2025,36,1.000008529844394,0,,,0
70d51223,Moisés Caicedo,0687bf1c,2024-2025,36,1.9633131428055428,0,0.0,-0.0,2
72786a03,Reece James,0687bf1c,2024-2025,36,1.815501313253621,0,-1.0,-0.0,1
7ac6612d,Pedro Neto,0687bf1c,2024-2025,36,1.815507413758851,0,0.0,-0.0,2
88309da9,,0687bf1c,2024-2025,36,1.000008529844394,0,,,0
89e200ae,Malo Gusto,0687bf1c,2024-2025,36,1.825349301916149,0,-1.0,-0.0,1
9ba5bdc0,,0687bf1c,2024-2025,36,1.000008529844394,0,,,0
a2467af0,Marc Cucurella,0687bf1c,2024-2025,36,1.6547407996946262,0,-1.0,-0.0,1
a4b25644,,0687bf1c,2024-2025,36,1.000008529844394,0,0.0,,0
b0dfbee8,Jadon Sancho,0687bf1c,2024-2025,36,1.6489171310781636,0,0.0,-0.0,2
b2efd9b3,Enzo Fernández,0687bf1c,2024-2025,36,1.8545007024319178,0,0.0,-1.0,1
b3419fff,Levi Colwill,0687bf1c,2024-2025,36,1.6639741847947005,0,-1.0,-1.0,0
c0dda81a,,0687bf1c,2024-2025,36,1.000008529844394,0,,,0
c15af534,Roméo Lavia,0687bf1c,2024-2025,36,1.667927770638482,0,0.0,-0.0,2
c2b3fac1,,0687bf1c,2024-2025,36,1.000008529844394,0,,,0
d619305b,Noni Madueke,0687bf1c,2024-2025,36,1.5712763408291082,0,0.0,-0.0,2
d76d3616,,0687bf1c,2024-2025,36,1.000008529844394,0,0.0,,0
dab890df,,0687bf1c,2024-2025,36,1.000008529844394,0,0.0,,0
dd78928c,Robert Sánchez,0687bf1c,2024-2025,36,1.973073822468018,0,-1.0,-0.0,1
